index,Entity,Code,Year,cumulative_emissions_total,emissions_total,population,longitude,latitude
428,Turkey,TUR,1952,204493470.0,10473534.0,22290093,32.3606,39.7153
429,Uganda,UGA,1952,388384.0,142896.0,6077045,32.5729,0.314269
430,Uruguay,URY,1952,83619944.0,3153486.0,2281110,-56.0675,-34.8941
431,Uzbekistan,UZB,1952,318046940.0,19810518.0,6536522,69.269,41.3052
432,Vietnam,VNM,1952,143638540.0,1864055.0,26143915,105.825,21.0069
433,Yemen,YEM,1952,157552.0,58624.0,4758168,44.2075,15.352
434,Zimbabwe,ZWE,1952,104222050.0,3944184.0,2972913,31.0672,-17.8312
435,Afghanistan,AFG,1952,282128.0,91600.0,7987784,69.1761,34.5228
436,Albania,ALB,1952,8240011.0,373669.0,1308368,19.8172,41.3317
437,Algeria,DZA,1952,19100354.0,3889207.0,9521212,3.05097,36.7397
438,Argentina,ARG,1952,612935200.0,36095124.0,17698882,-58.4173,-34.6118
439,Armenia,ARM,1952,27322448.0,1717958.0,1454108,44.509,40.1596
440,Aruba,ABW,1952,1428518.0,372977.0,45052,-70.0167,12.5167
409,Nigeria,NGA,1952,35841250.0,2180080.0,38716210,7.48906,9.05804
410,Norway,NOR,1952,437359800.0,9684764.0,3327839,10.7387,59.9138
411,Pakistan,PAK,1952,21986506.0,6983431.0,37377005,72.8,30.5167
444,Bolivia,BOL,1952,6119637.0,512811.0,3187538,-66.1936,-13.9908
445,Brazil,BRA,1952,362112640.0,24934310.0,56694872,-47.9292,-15.7801
446,Bulgaria,BGR,1952,136943260.0,9428402.0,7361958,23.3238,42.7105
447,Burkina Faso,BFA,1952,11232.0,3790.0,4310353,-1.53395,12.3605
448,Cameroon,CMR,1952,604560.0,282128.0,4464718,11.5174,3.8721
449,Canada,CAN,1952,4828305000.0,159408750.0,14482799,-75.6919,45.4215
450,Central African Republic,CAF,1952,190999.0,81297.0,1484828,21.6407,5.63056
451,Chad,TCD,1952,120259.0,51187.0,2616313,15.0445,12.1048
452,China,CHN,1952,2501271000.0,127999330.0,565131435,116.286,40.0495
453,Colombia,COL,1952,104287530.0,8633225.0,12405851,-74.082,4.60987
454,Congo,COG,1952,360778.0,153562.0,872684,15.2662,-4.2767
455,Cote d'Ivoire,CIV,1952,1527613.0,515433.0,2885718,-4.0305,5.332
456,Cyprus,CYP,1952,864704.0,315104.0,508693,33.3736,35.1676
425,Syria,SYR,1952,1808121.0,475696.0,3765240,36.3119,33.5146
426,Tanzania,TZA,1952,1483920.0,538608.0,8009083,35.7382,-6.17486
427,Tonga,TON,1952,21984.0,7328.0,52379,-175.216,-21.136
460,Estonia,EST,1952,125603544.0,7952472.0,1129878,24.7586,59.4392
461,Eswatini,SWZ,1952,10992.0,3664.0,285637,31.4659,-26.5225
462,Faroe Islands,FRO,1952,135568.0,54960.0,32038,-6.91181,61.8926
463,Georgia,GEO,1952,50775976.0,3194560.0,3586787,44.793,41.71
464,Greece,GRC,1952,71616390.0,4797435.0,7775541,23.7166,37.9792
465,Grenada,GRD,1952,29312.0,10992.0,78952,-61.7449,12.0653
466,Guatemala,GTM,1952,2643916.0,644626.0,3261653,-90.5328,14.6248
467,Guinea,GIN,1952,505461.0,170548.0,3111689,-13.7,9.51667
468,Guinea-Bissau,GNB,1952,21984.0,10992.0,553920,-15.1804,11.8037
469,Guyana,GUY,1952,883024.0,337088.0,441249,-58.1548,6.80461
470,Honduras,HND,1952,1458379.0,359072.0,1645832,-87.4667,15.1333
471,Hong Kong,HKG,1952,4646852.0,1534949.0,2164804,114.109,22.3964
472,Hungary,HUN,1952,822847740.0,27208248.0,9503933,19.0408,47.4984
441,Azerbaijan,AZE,1952,164858600.0,10381106.0,3247007,49.8932,40.3834
442,Bahamas,BHS,1952,197856.0,76944.0,86175,-77.339,25.0661
443,Barbados,BRB,1952,315104.0,87936.0,216517,-59.6105,13.0935
476,Iraq,IRQ,1952,135229900.0,1959824.0,5913013,44.394,33.3302
477,Israel,ISR,1952,9838004.0,3658523.0,1414224,35.2035,31.7717
478,Kazakhstan,KAZ,1952,826982660.0,52429580.0,7258805,71.4382,51.1879
479,Liberia,LBR,1952,146560.0,54960.0,954977,-10.7957,6.30039
480,Lithuania,LTU,1952,128901610.0,8113452.0,2486412,25.2799,54.6896
481,Luxembourg,LUX,1952,26044108.0,9401378.0,299909,6.1296,49.61
482,Madagascar,MDG,1952,890083.0,307776.0,4160844,45.7167,-20.4667
483,Mongolia,MNG,1952,879360.0,300448.0,807093,106.937,47.9129
484,New Zealand,NZL,1952,271943970.0,9320146.0,1997753,174.776,-41.2865
485,Niger,NER,1952,78627.0,26530.0,2771894,2.1073,13.514
486,North Korea,PRK,1952,159559650.0,889758.0,10253639,125.754,39.0319
487,North Macedonia,MKD,1952,26369032.0,1425265.0,1294538,21.4361,42.0024
488,Papua New Guinea,PNG,1952,201520.0,84272.0,1609545,147.194,-9.47357
457,Dominica,DMA,1952,10992.0,7328.0,50862,-61.39,15.2976
458,Dominican Republic,DOM,1952,2788870.0,593003.0,2525056,-69.8908,18.479
459,El Salvador,SLV,1952,1083737.0,388766.0,2287960,-89.2073,13.7034
492,Rwanda,RWA,1952,65009.0,31301.0,2316516,30.0587,-1.95325
493,Saint Kitts and Nevis,KNA,1952,23206.0,7328.0,49414,-62.7309,17.3
494,Saint Lucia,LCA,1952,21984.0,7328.0,94432,-60.9832,14.0
495,Saint Vincent and the Grenadines,VCT,1952,18320.0,10992.0,65205,-61.2653,13.2035
496,Sao Tome and Principe,STP,1952,7328.0,3664.0,62611,6.6071,0.20618
497,Saudi Arabia,SAU,1952,126169840.0,0.0,1826521,46.6977,24.6748
498,Serbia,SRB,1952,137535700.0,7540248.0,6127270,20.4656,44.8024
499,Singapore,SGP,1952,8181015.0,3441306.0,1126098,103.85,1.28941
500,Sint Maarten (Dutch part),SXM,1952,2380485.0,621529.0,1672,,
501,Slovakia,SVK,1952,924242940.0,21097998.0,3591860,17.1073,48.1484
502,Slovenia,SVN,1952,39069464.0,2136843.0,1479671,14.5044,46.0546
503,Solomon Islands,SLB,1952,3664.0,3664.0,113501,159.949,-9.42676
504,Somalia,SOM,1952,142896.0,47632.0,2340259,45.3254,2.07515
473,Iceland,ISL,1952,7408417.0,776768.0,147778,-21.8952,64.1353
474,India,IND,1952,2130182700.0,67426140.0,361874906,77.225,28.6353
475,Indonesia,IDN,1952,604934900.0,12720844.0,71876439,106.83,-6.19752
508,Sudan,SDN,1952,1866404.0,697375.0,6568611,32.5363,15.5932
509,Sweden,SWE,1952,1004649500.0,34520976.0,7124674,18.0645,59.3327
510,Tajikistan,TJK,1952,40594450.0,2564312.0,1645586,68.7864,38.5878
511,Thailand,THA,1952,3898189.0,1277729.0,21527583,100.521,13.7308
512,Togo,TGO,1952,95264.0,43968.0,1449926,1.2255,6.1228
513,Trinidad and Tobago,TTO,1952,197218460.0,2795632.0,683442,-61.4789,10.6596
514,Tunisia,TUN,1952,5470571.0,1442784.0,3758189,10.21,36.7899
515,Turkmenistan,TKM,1952,104519840.0,6558879.0,1320542,58.3794,37.9509
516,Ukraine,UKR,1952,2413878000.0,152832720.0,38306714,30.5038,50.4536
517,United Kingdom,GBR,1952,40885610000.0,528706100.0,50496231,-0.126236,51.5002
518,United States,USA,1952,97157760000.0,2551219500.0,158794223,-77.032,38.8895
519,Venezuela,VEN,1952,364104930.0,50743012.0,5981378,-69.8371,9.08165
520,Zambia,ZMB,1952,7789969.0,2890347.0,2467263,28.2937,-15.3982
489,Philippines,PHL,1952,14410038.0,4051136.0,20328753,121.035,14.5515
490,Portugal,PRT,1952,221136670.0,5350162.0,8523424,-9.13552,38.7072
491,Russia,RUS,1952,7609431000.0,481700770.0,106326385,37.6176,55.7558
412,Panama,PAN,1952,2733716.0,908286.0,904460,-79.5188,8.99427
413,Paraguay,PRY,1952,313429.0,102944.0,1572608,-57.6362,-25.3005
414,Peru,PER,1952,214690050.0,5186739.0,8116670,-77.0465,-12.0931
415,Poland,POL,1952,5816560600.0,128042344.0,25672466,21.02,52.26
416,Qatar,QAT,1952,1194464.0,194192.0,25911,51.5082,25.2948
417,Romania,ROU,1952,766593700.0,26631218.0,16846051,26.0979,44.4479
418,Samoa,WSM,1952,14656.0,7328.0,92723,-171.752,-13.8314
419,Senegal,SEN,1952,990472.0,326541.0,2687011,-17.4734,14.7247
420,Sierra Leone,SLE,1952,432352.0,179536.0,2047201,-13.2134,8.4821
421,South Sudan,SSD,1952,163452.0,61073.0,2569208,31.6,4.85
422,Sri Lanka,LKA,1952,5110776.0,1938019.0,8111562,79.8528,6.92148
423,Suriname,SUR,1952,714480.0,267472.0,206364,-55.1679,5.8232
424,Switzerland,CHE,1952,496725060.0,11224575.0,4811615,7.44821,46.948
393,Lebanon,LBN,1952,5405306.0,1174985.0,1427087,35.5134,33.8872
394,Libya,LBY,1952,476320.0,164880.0,1162480,13.1072,32.8578
395,Malawi,MWI,1952,784109.0,290925.0,3059382,33.7703,-13.9899
505,South Africa,ZAF,1952,1628965800.0,70882900.0,13595546,28.1871,-25.746
506,South Korea,KOR,1952,22333150.0,3462331.0,20229880,126.957,37.5323
507,Spain,ESP,1952,1237175300.0,37602650.0,28406044,-3.70327,40.4167
396,Malaysia,MYS,1952,80670450.0,6370886.0,6422851,101.684,3.12433
397,Malta,MLT,1952,743792.0,241824.0,304913,14.5189,35.9042
398,Mauritius,MUS,1952,516624.0,175872.0,557187,57.4977,-20.1605
399,Mexico,MEX,1952,1399920600.0,37212196.0,29090173,-99.1276,19.427
400,Moldova,MDA,1952,128093580.0,8118426.5,2619786,28.8497,47.0167
401,Montenegro,MNE,1952,4668087.0,255728.98,418911,19.2595,42.4602
402,Morocco,MAR,1952,17310874.0,3563319.0,9394882,-6.8704,33.9905
403,Mozambique,MOZ,1952,3968670.0,1073225.0,6050766,32.5713,-25.9664
404,Myanmar,MMR,1952,48478148.0,1131998.0,18418010,95.9562,21.914
405,Nepal,NPL,1952,84272.0,29312.0,8747300,85.3157,27.6939
406,Netherlands,NLD,1952,1984933000.0,54714880.0,10382295,4.89095,52.3738
407,New Caledonia,NCL,1952,974624.0,472656.0,65754,166.464,-22.2677
408,Nicaragua,NIC,1952,1035040.0,274711.0,1409023,-86.2734,12.1475
377,Gabon,GAB,1952,42444.0,18066.0,478588,9.45162,0.38832
378,Gambia,GMB,1952,40304.0,10992.0,322644,-16.5885,13.4495
379,Germany,DEU,1952,30378543000.0,610980600.0,69826948,13.4115,52.5235
380,Ghana,GHA,1952,2381600.0,868368.0,5387494,-0.20795,5.57045
381,Greenland,GRL,1952,304112.0,106256.0,24194,-51.7214,64.1836
382,Haiti,HTI,1952,683787.0,146560.0,3366271,-72.3288,18.5392
383,Iran,IRN,1952,821463230.0,4092480.2,17344436,51.4447,35.6878
384,Ireland,IRL,1952,254603970.0,9619792.0,2941463,-6.26749,53.3441
385,Italy,ITA,1952,1790935900.0,50620580.0,47018177,12.4823,41.8955
386,Jamaica,JAM,1952,1355383.0,563959.0,1481349,-76.792,17.9927
387,Japan,JPN,1952,4370873300.0,130427960.0,89135133,139.77,35.67
388,Jordan,JOR,1952,527616.0,194192.0,506449,35.9263,31.9497
389,Kenya,KEN,1952,3890960.0,1590057.0,6033296,36.8126,-1.27975
390,Kuwait,KWT,1952,11105584.0,0.0,163169,47.9824,29.3721
391,Kyrgyzstan,KGZ,1952,70952120.0,4496874.0,1824592,74.6057,42.8851
392,Latvia,LVA,1952,82899840.0,5253104.0,1949540,24.1048,56.9465
361,Chile,CHL,1952,310462620.0,10603982.0,6891992,-70.6475,-33.475
362,Costa Rica,CRI,1952,2625218.0,388384.0,991800,-84.0089,9.63701
363,Croatia,HRV,1952,51216404.0,2795088.0,3957409,15.9614,45.8069
364,Cuba,CUB,1952,125503790.0,6282067.0,6162183,-82.3667,23.1333
365,Curacao,CUW,1952,21499538.0,5613392.0,107182,,
366,Czechia,CZE,1952,2877120500.0,65918656.0,9077207,14.4205,50.0878
367,Democratic Republic of Congo,COD,1952,10471878.0,2083837.0,12803638,15.3222,-4.325
368,Denmark,DNK,1952,740364300.0,22898760.0,4332237,12.5681,55.6763
369,Djibouti,DJI,1952,62288.0,25648.0,66371,43.1425,11.5806
370,Ecuador,ECU,1952,24272806.0,894808.0,3702403,-78.5243,-0.229498
371,Egypt,EGY,1952,96143270.0,10892903.0,22104946,31.2461,30.0982
372,Equatorial Guinea,GNQ,1952,32976.0,10992.0,234690,8.7741,3.7523
373,Ethiopia,ETH,1952,289040.0,98898.0,18326176,38.7468,9.02274
374,Fiji,FJI,1952,410368.0,157552.0,323374,178.399,-18.1149
375,Finland,FIN,1952,140275220.0,8654883.0,4090839,24.9525,60.1608
376,France,FRA,1952,12339898000.0,226986500.0,42780274,2.35097,48.8566
346,Angola,AGO,1952,747456.0,311440.0,4651693,13.242,-8.81155
347,Antigua and Barbuda,ATG,1952,46410.0,14656.0,47416,-61.8456,17.1175
348,Australia,AUS,1952,1655601000.0,62446628.0,8630707,149.129,-35.282
349,Austria,AUT,1952,1723451000.0,22069984.0,6927254,16.3798,48.2201
350,Bahrain,BHR,1952,49940320.0,1286064.0,124466,50.5354,26.1921
351,Bangladesh,BGD,1952,4077687.0,1295057.0,42893013,90.4113,23.7055
352,Belarus,BLR,1952,346257860.0,21875866.0,7264611,27.5766,53.9678
353,Belgium,BEL,1952,4875077600.0,83463970.0,8696639,4.36761,50.8371
354,Belize,BLZ,1952,69616.0,25648.0,73364,-88.7713,17.2534
355,Benin,BEN,1952,381903.0,128858.0,2285780,2.6323,6.4779
356,Bermuda,BMU,1952,208848.0,106256.0,38358,-64.706,32.3293
357,Bosnia and Herzegovina,BIH,1952,47305012.0,2591781.0,2774688,18.4214,43.8607
358,Brunei,BRN,1952,33543920.0,322432.0,54252,114.946,4.94199
359,Burundi,BDI,1952,33919.0,16331.0,2355807,29.3639,-3.3784
360,Cape Verde,CPV,1952,216176.0,36640.0,189445,-23.5087,14.9218
591,Thailand,THA,1953,5542166.0,1643977.0,22109323,100.521,13.7308
590,Tanzania,TZA,1953,2011536.0,527616.0,8213117,35.7382,-6.17486
589,Syria,SYR,1953,2320190.0,512069.0,3852829,36.3119,33.5146
588,Sudan,SDN,1953,2631158.0,764754.0,6765905,32.5363,15.5932
587,Sri Lanka,LKA,1953,7177005.0,2066229.1,8275136,79.8528,6.92148
586,South Sudan,SSD,1953,230426.0,66974.0,2611735,31.6,4.85
585,Somalia,SOM,1953,190528.0,47632.0,2403576,45.3254,2.07515
600,Zambia,ZMB,1953,10940303.0,3150334.0,2543546,28.2937,-15.3982
599,Yemen,YEM,1953,227168.0,69616.0,4837297,44.2075,15.352
598,Venezuela,VEN,1953,411960100.0,47855188.0,6234772,-69.8371,9.08165
597,Uzbekistan,UZB,1953,338981600.0,20934650.0,6698118,69.269,41.3052
596,United States,USA,1953,99770730000.0,2612971300.0,161168320,-77.032,38.8895
595,United Kingdom,GBR,1953,41425818000.0,540210750.0,50727035,-0.126236,51.5002
594,Ukraine,UKR,1953,2575566800.0,161688640.0,38806088,30.5038,50.4536
593,Turkmenistan,TKM,1953,111456500.0,6936653.0,1349681,58.3794,37.9509
608,Azerbaijan,AZE,1953,175840180.0,10981578.0,3312610,49.8932,40.3834
639,Guinea-Bissau,GNB,1953,29312.0,7328.0,557634,-15.1804,11.8037
638,Guinea,GIN,1953,647155.0,141694.0,3162520,-13.7,9.51667
637,Guatemala,GTM,1953,3325182.0,681266.0,3348816,-90.5328,14.6248
636,Greenland,GRL,1953,425024.0,120912.0,24827,-51.7214,64.1836
635,Ghana,GHA,1953,3400192.0,1018592.0,5553969,-0.20795,5.57045
634,Germany,DEU,1953,31002034000.0,623492030.0,69935116,13.4115,52.5235
633,Georgia,GEO,1953,54154544.0,3378567.0,3633971,44.793,41.71
632,Gabon,GAB,1953,57680.0,15236.0,481760,9.45162,0.38832
631,France,FRA,1953,12554446000.0,214548210.0,43227873,2.35097,48.8566
630,Fiji,FJI,1953,578912.0,168544.0,331225,178.399,-18.1149
629,Faroe Islands,FRO,1953,219840.0,84272.0,32065,-6.91181,61.8926
628,Ethiopia,ETH,1953,472210.0,183170.0,18674772,38.7468,9.02274
627,Eswatini,SWZ,1953,14656.0,3664.0,292742,31.4659,-26.5225
626,Equatorial Guinea,GNQ,1953,43968.0,10992.0,238805,8.7741,3.7523
625,Egypt,EGY,1953,106922000.0,10778724.0,22644148,31.2461,30.0982
624,Dominican Republic,DOM,1953,3407554.0,618684.0,2604818,-69.8908,18.479
655,Malaysia,MYS,1953,87169340.0,6498899.0,6593945,101.684,3.12433
654,Luxembourg,LUX,1953,34697880.0,8653774.0,301692,6.1296,49.61
653,Lithuania,LTU,1953,137484270.0,8582663.0,2515121,25.2799,54.6896
652,Libya,LBY,1953,725472.0,249152.0,1183300,13.1072,32.8578
651,Liberia,LBR,1953,205184.0,58624.0,974392,-10.7957,6.30039
650,Latvia,LVA,1953,88457740.0,5557903.0,1965203,24.1048,56.9465
649,Kyrgyzstan,KGZ,1953,75710560.0,4758438.0,1862537,74.6057,42.8851
648,Kenya,KEN,1953,5404043.0,1513083.0,6183900,36.8126,-1.27975
647,Japan,JPN,1953,4516775400.0,145901700.0,90324185,139.77,35.67
646,Jamaica,JAM,1953,1970519.0,615136.0,1509742,-76.792,17.9927
645,Ireland,IRL,1953,264139460.0,9535490.0,2929083,-6.26749,53.3441
644,Iran,IRN,1953,825291900.0,3828612.0,17778109,51.4447,35.6878
643,India,IND,1953,2198887400.0,68704824.0,370104570,77.225,28.6353
642,Iceland,ISL,1953,8324417.0,916000.0,150750,-21.8952,64.1353
641,Haiti,HTI,1953,841339.0,157552.0,3419842,-72.3288,18.5392
640,Guyana,GUY,1953,1333696.0,450672.0,454563,-58.1548,6.80461
671,Poland,POL,1953,5955754000.0,139193040.0,26126457,21.02,52.26
670,Philippines,PHL,1953,18442912.0,4032875.0,21132502,121.035,14.5515
669,Paraguay,PRY,1953,434341.0,120912.0,1608308,-57.6362,-25.3005
668,Papua New Guinea,PNG,1953,296784.0,95264.0,1650236,147.194,-9.47357
667,Panama,PAN,1953,3550641.0,816925.0,928203,-79.5188,8.99427
666,North Macedonia,MKD,1953,27786508.0,1417475.0,1319470,21.4361,42.0024
665,North Korea,PRK,1953,161295170.0,1735518.0,10177418,125.754,39.0319
664,Niger,NER,1953,100668.0,22041.0,2859196,2.1073,13.514
663,Nicaragua,NIC,1953,1320743.0,285703.0,1449903,-86.2734,12.1475
662,New Zealand,NZL,1953,280494600.0,8550647.0,2047750,174.776,-41.2865
661,New Caledonia,NCL,1953,1374000.0,399376.0,66824,166.464,-22.2677
660,Netherlands,NLD,1953,2040197200.0,55264296.0,10493531,4.89095,52.3738
659,Myanmar,MMR,1953,49782350.0,1304206.0,18779903,95.9562,21.914
658,Mozambique,MOZ,1953,5049193.0,1080523.0,6123119,32.5713,-25.9664
657,Mongolia,MNG,1953,1183472.0,304112.0,820278,106.937,47.9129
656,Mexico,MEX,1953,1436627200.0,36706536.0,29899242,-99.1276,19.427
687,Tajikistan,TJK,1953,43307210.0,2712761.0,1701050,68.7864,38.5878
686,Switzerland,CHE,1953,507058460.0,10333419.0,4875654,7.44821,46.948
685,Sweden,SWE,1953,1037198300.0,32548794.0,7171426,18.0645,59.3327
684,Suriname,SUR,1953,1025920.0,311440.0,212372,-55.1679,5.8232
683,Spain,ESP,1953,1276106800.0,38931492.0,28632701,-3.70327,40.4167
682,South Korea,KOR,1953,27026556.0,4693406.0,20775325,126.957,37.5323
681,South Africa,ZAF,1953,1699961900.0,70996070.0,13892917,28.1871,-25.746
680,Slovenia,SVN,1953,41191610.0,2122147.0,1497562,14.5044,46.0546
679,Slovakia,SVK,1953,946109000.0,21866064.0,3660079,17.1073,48.1484
678,Singapore,SGP,1953,11662728.0,3481713.0,1187531,103.85,1.28941
677,Serbia,SRB,1953,145023330.0,7487634.0,6192415,20.4656,44.8024
676,Senegal,SEN,1953,1264693.0,274221.0,2757571,-17.4734,14.7247
675,Saudi Arabia,SAU,1953,126646160.0,476320.0,1892173,46.6977,24.6748
674,Saint Lucia,LCA,1953,32976.0,10992.0,94347,-60.9832,14.0
673,Rwanda,RWA,1953,93902.0,28893.0,2398364,30.0587,-1.95325
672,Portugal,PRT,1953,227065570.0,5928896.0,8572744,-9.13552,38.7072
695,Zimbabwe,ZWE,1953,108520984.0,4298938.0,3067172,31.0672,-17.8312
694,Vietnam,VNM,1953,145388750.0,1750203.0,26757963,105.825,21.0069
693,Uruguay,URY,1953,87125200.0,3505259.0,2308051,-56.0675,-34.8941
692,Uganda,UGA,1953,597143.0,208759.0,6249442,32.5729,0.314269
691,Turkey,TUR,1953,217458220.0,12964756.0,22958552,32.3606,39.7153
690,Tunisia,TUN,1953,6847314.0,1376743.0,3837404,10.21,36.7899
689,Tonga,TON,1953,29312.0,7328.0,53895,-175.216,-21.136
584,Solomon Islands,SLB,1953,7328.0,3664.0,116223,159.949,-9.42676
583,Sint Maarten (Dutch part),SXM,1953,3099810.0,719325.0,1760,,
582,Sierra Leone,SLE,1953,600896.0,168544.0,2070818,-13.2134,8.4821
581,Sao Tome and Principe,STP,1953,10992.0,3664.0,63348,6.6071,0.20618
580,Samoa,WSM,1953,21984.0,7328.0,94787,-171.752,-13.8314
579,Saint Vincent and the Grenadines,VCT,1953,25648.0,7328.0,67182,-61.2653,13.2035
578,Saint Kitts and Nevis,KNA,1953,31755.0,8549.0,50469,-62.7309,17.3
577,Russia,RUS,1953,8119043600.0,509612540.0,107851682,37.6176,55.7558
576,Romania,ROU,1953,797220740.0,30627036.0,17057702,26.0979,44.4479
607,Austria,AUT,1953,1745165600.0,21714546.0,6932083,16.3798,48.2201
606,Australia,AUS,1953,1718636900.0,63035868.0,8816085,149.129,-35.282
605,Armenia,ARM,1953,29139390.0,1816943.0,1493580,44.509,40.1596
604,Antigua and Barbuda,ATG,1953,63509.0,17099.0,48400,-61.8456,17.1175
603,Angola,AGO,1953,1022137.0,274681.0,4706357,13.242,-8.81155
602,Albania,ALB,1953,8653984.0,413973.0,1343581,19.8172,41.3317
601,Afghanistan,AFG,1953,388384.0,106256.0,8096703,69.1761,34.5228
688,Togo,TGO,1953,124576.0,29312.0,1476070,1.2255,6.1228
561,Kuwait,KWT,1953,11105584.0,0.0,168102,47.9824,29.3721
560,Kazakhstan,KAZ,1953,882461200.0,55478520.0,7498485,71.4382,51.1879
559,Jordan,JOR,1953,740128.0,212512.0,544109,35.9263,31.9497
558,Italy,ITA,1953,1846930400.0,55994576.0,47410885,12.4823,41.8955
557,Israel,ISR,1953,13877524.0,4039519.8,1476336,35.2035,31.7717
556,Iraq,IRQ,1953,137757340.0,2527448.0,6064249,44.394,33.3302
555,Indonesia,IDN,1953,618014800.0,13079886.0,73569145,106.83,-6.19752
554,Hungary,HUN,1953,854614000.0,31766266.0,9594481,19.0408,47.4984
553,Hong Kong,HKG,1953,6375992.0,1729140.0,2264328,114.109,22.3964
575,Qatar,QAT,1953,1560864.0,366400.0,26763,51.5082,25.2948
574,Peru,PER,1953,220202560.0,5512507.0,8344907,-77.0465,-12.0931
573,Pakistan,PAK,1953,29093302.0,7106796.0,38229661,72.8,30.5167
572,Norway,NOR,1953,447143260.0,9783482.0,3361030,10.7387,59.9138
571,Nigeria,NGA,1953,38277810.0,2436560.0,39439813,7.48906,9.05804
570,Nepal,NPL,1953,120912.0,36640.0,8918222,85.3157,27.6939
569,Morocco,MAR,1953,21481704.0,4170829.8,9639571,-6.8704,33.9905
537,Colombia,COL,1953,115048824.0,10761296.0,12746037,-74.082,4.60987
568,Montenegro,MNE,1953,4922035.0,253948.0,427489,19.2595,42.4602
567,Moldova,MDA,1953,136685390.0,8591808.0,2669507,28.8497,47.0167
566,Mauritius,MUS,1953,703488.0,186864.0,571925,57.4977,-20.1605
565,Malta,MLT,1953,974624.0,230832.0,309348,14.5189,35.9042
564,Malawi,MWI,1953,1101194.0,317085.0,3119242,33.7703,-13.9899
563,Madagascar,MDG,1953,1142899.0,252815.98,4267535,45.7167,-20.4667
562,Lebanon,LBN,1953,6653512.0,1248206.0,1468018,35.5134,33.8872
552,Honduras,HND,1953,1791803.0,333424.0,1691967,-87.4667,15.1333
551,Grenada,GRD,1953,40304.0,10992.0,80229,-61.7449,12.0653
550,Greece,GRC,1953,76501170.0,4884772.0,7841269,23.7166,37.9792
549,Gambia,GMB,1953,51296.0,10992.0,331095,-16.5885,13.4495
548,Finland,FIN,1953,147841260.0,7566048.0,4139764,24.9525,60.1608
547,Estonia,EST,1953,134017840.0,8414295.0,1142644,24.7586,59.4392
546,El Salvador,SLV,1953,1501667.0,417930.0,2341981,-89.2073,13.7034
545,Ecuador,ECU,1953,25093568.0,820762.0,3800296,-78.5243,-0.229498
544,Djibouti,DJI,1953,91600.0,29312.0,68501,43.1425,11.5806
543,Denmark,DNK,1953,763515700.0,23151400.0,4369107,12.5681,55.6763
542,Democratic Republic of Congo,COD,1953,12760869.0,2288991.0,13069453,15.3222,-4.325
541,Czechia,CZE,1953,2945442800.0,68322280.0,9152603,14.4205,50.0878
540,Curacao,CUW,1953,27996178.0,6496640.0,110061,,
539,Cuba,CUB,1953,131694320.0,6190526.0,6285749,-82.3667,23.1333
538,Costa Rica,CRI,1953,3057570.0,432352.0,1027010,-84.0089,9.63701
592,Trinidad and Tobago,TTO,1953,200153330.0,2934864.0,701870,-61.4789,10.6596
623,Dominica,DMA,1953,14656.0,3664.0,51401,-61.39,15.2976
622,Cyprus,CYP,1953,1231104.0,366400.0,516733,33.3736,35.1676
621,Croatia,HRV,1953,53996828.0,2780425.0,4006128,15.9614,45.8069
620,Cote d'Ivoire,CIV,1953,1955843.0,428230.0,2965133,-4.0305,5.332
619,Congo,COG,1953,490288.0,129510.0,892461,15.2662,-4.2767
618,Central African Republic,CAF,1953,259563.0,68564.0,1508951,21.6407,5.63056
617,Cape Verde,CPV,1953,234496.0,18320.0,191560,-23.5087,14.9218
616,Canada,CAN,1953,4988913000.0,160608180.0,14897877,-75.6919,45.4215
615,Burundi,BDI,1953,48994.0,15075.0,2405189,29.3639,-3.3784
614,Bulgaria,BGR,1953,147529390.0,10586137.0,7415922,23.3238,42.7105
613,Bosnia and Herzegovina,BIH,1953,49878736.0,2573723.0,2829229,18.4214,43.8607
612,Bolivia,BOL,1953,6658096.0,538459.0,3240967,-66.1936,-13.9908
611,Belize,BLZ,1953,98928.0,29312.0,75529,-88.7713,17.2534
610,Belarus,BLR,1953,369402750.0,23144908.0,7350643,27.5766,53.9678
609,Bahrain,BHR,1953,50936930.0,996608.0,128386,50.5354,26.1921
